method,condition,seed,attack_level,timestep,reward,distance_to_goal,is_success,action_norm,intended_action_norm,safety_violation,recovery_triggered,episode_idx
random,action_clipping,0,0.3,34,-1.0,0.13788875190375338,0.0,0.5335618853569031,1.3974627256393433,0.0,0.0,1
random,action_clipping,0,0.3,35,-1.0,0.14175008511370804,0.0,0.5235489010810852,1.5179435014724731,0.0,0.0,1
random,action_clipping,0,0.3,36,-1.0,0.1538699891899943,0.0,0.6000000238418579,1.275606632232666,0.0,0.0,1
random,action_clipping,0,0.3,37,-1.0,0.15566162598364874,0.0,0.6000000238418579,1.1788808107376099,0.0,0.0,1
random,action_clipping,0,0.3,38,-1.0,0.15427299355097437,0.0,0.5471952557563782,0.9435898661613464,0.0,0.0,1
random,action_clipping,0,0.3,39,-1.0,0.15706284843025572,0.0,0.6000000238418579,1.3842047452926636,0.0,0.0,1
random,action_clipping,0,0.3,40,-1.0,0.14931853714824758,0.0,0.5226311683654785,1.220784306526184,0.0,0.0,1
random,action_clipping,0,0.3,41,-1.0,0.13671228468971286,0.0,0.5213269591331482,0.9679180979728699,0.0,0.0,1
random,action_clipping,0,0.3,42,-1.0,0.13144941284007672,0.0,0.4598272442817688,1.280922770500183,0.0,0.0,1
random,action_clipping,0,0.3,43,-1.0,0.13433630268788857,0.0,0.43689092993736267,0.7294251322746277,0.0,0.0,1
random,action_clipping,0,0.3,44,-1.0,0.1218903198866634,0.0,0.5209493041038513,0.7537605166435242,0.0,0.0,1
random,action_clipping,0,0.3,45,-1.0,0.10940957584859003,0.0,0.499925822019577,1.1055219173431396,0.0,0.0,1
random,action_clipping,0,0.3,46,-1.0,0.11046122392685903,0.0,0.5500671863555908,1.5724101066589355,0.0,0.0,1
random,action_clipping,0,0.3,47,-1.0,0.10614992863992312,0.0,0.5309671759605408,1.355831265449524,0.0,0.0,1
random,action_clipping,0,0.3,48,-1.0,0.10748121063529041,0.0,0.6000000238418579,1.1173968315124512,0.0,0.0,1
random,action_clipping,0,0.3,49,-1.0,0.12086928967396043,0.0,0.536246120929718,1.2726337909698486,0.0,0.0,1
random_recovery,action_clipping,0,0.3,0,-1.0,0.16347957665421645,0.0,0.5333750247955322,0.8710333704948425,0.0,0.0,1
random_recovery,action_clipping,0,0.3,1,-1.0,0.13756747719606213,0.0,0.8173980712890625,1.342685580253601,0.0,1.0,1
random_recovery,action_clipping,0,0.3,2,-1.0,0.11427513159875397,0.0,0.6878377199172974,0.9979944229125977,0.0,1.0,1
random_recovery,action_clipping,0,0.3,3,-1.0,0.09506791456699952,0.0,0.5713757276535034,1.2619763612747192,0.0,1.0,1
random_recovery,action_clipping,0,0.3,4,-1.0,0.07907054381187142,0.0,0.4753396511077881,1.0519291162490845,0.0,1.0,1
random_recovery,action_clipping,0,0.3,5,-1.0,0.06963781978458822,0.0,0.5035791993141174,0.6947900056838989,0.0,0.0,1
random_recovery,action_clipping,0,0.3,6,-1.0,0.058376473109605,0.0,0.34818923473358154,1.0702626705169678,0.0,1.0,1
random_recovery,action_clipping,0,0.3,7,-0.0,0.04349577268429017,1.0,0.5307414531707764,1.4010648727416992,0.0,0.0,1
random_recovery,action_clipping,0,0.3,8,-0.0,0.03571489241026916,1.0,0.21747899055480957,1.2307446002960205,0.0,1.0,1
random_recovery,action_clipping,0,0.3,9,-0.0,0.029718556342433713,1.0,0.17857463657855988,1.213034749031067,0.0,1.0,1
random_recovery,action_clipping,0,0.3,10,-0.0,0.024682608384262422,1.0,0.14859291911125183,1.78574538230896,0.0,1.0,1
random_recovery,action_clipping,0,0.3,11,-0.0,0.02049556836143366,1.0,0.12341327220201492,1.0311537981033325,0.0,1.0,1
random_recovery,action_clipping,0,0.3,12,-0.0,0.017010244685185364,1.0,0.10247793048620224,1.1322323083877563,0.0,1.0,1
random_recovery,action_clipping,0,0.3,13,-0.0,0.009777747678560923,1.0,0.5230321884155273,1.44230318069458,0.0,0.0,1
random_recovery,action_clipping,0,0.3,14,-0.0,0.008658352544451166,1.0,0.04888886585831642,0.7056468725204468,0.0,1.0,1
